缘	551551353334
捕	1211251124
曹	12512212511
撤	121415425113134
返	3354454
佩	32351252
隔	521251254312
秦	1113431234
页	132534
偷	32341251122
婆	44153254531
叹	25154
貌	34435333251135
拓	12113251
拒	1211515
孤	52133544
绕	551153135
蛋	52134251214
械	12341132534
宇	445112
阻	5225111
灰	134334
骑	55113412512
薄	1224411251124124
鸟	35451
凭	32312135
舰	3354142535
豪	41251451353334
怒	531544544
嘉	12125143153251
崇	25244511234
迟	5134454
恰	442341251
暂	152133122511
摸	1211222511134
宪	445312135
勃	124552153
狂	3531121
愈	3412511224544
陷	5235321511
截	12132411121534
滑	441255452511
涛	4411113124
陶	5235311252
赴	121213424
芳	1224153
阔	425441312251
腿	3511511534454
疫	413413554
辈	211121111512
烦	4334132534
沟	4413554
轨	152135
祥	4524431112
档	1234243511
棋	123412211134
狗	35335251
撒	121122125113134
浙	4411213312
码	13251551
拔	12113544
穆	3123432511234333
迈	153454
铺	311151251124
彼	33253254
赖	1251234352534
峡	252143134
疆	5151211251211251211
饰	35531252
粉	4312343453
绪	55112132511
颇	53254132534
堡	322511234121
磨	4131234123413251
桑	5454541234
汤	441533
滋	441431554554
壁	5132514143112121
辩	4143113454143112
鞋	122125112121121
拖	12131525
吹	2513534
惜	44212212511
询	45352511
廉	4134315112234
恨	442511534
粗	43123425111
扫	121511
舒	341122515452
粒	43123441431
辽	52454
慧	111211125114544
伪	324354
燃	4334354413444444
裂	135422413534
荡	122441533
堆	12132411121
耕	1112341132
浓	441453534
尖	234134
肩	45132511
纺	5514153
浮	4413443521
猪	35312132511
虫	251214
殖	135412251111
碰	1325143122431
闲	4251234
递	4351523454
帐	2523154
塑	4315233511121
剩	312211353422
蒋	122412354124
剂	41343222
昆	25111535
迁	312454
邻	3445452
悄	4422432511
慰	513112341244544
揭	121251135345
胸	3511353452
锁	311152432534
怖	44213252
寄	44513412512
抬	12154251
呈	2511121
焦	324111214444
陪	5241431251
捐	1212512511
锋	311153541112
腾	3511431134551
荷	1223212512
琴	112111213445
纵	5513434
幼	55453
竹	312312
尾	5133115
凯	25251535
赢	41525135112534354
枝	12341254
伐	321534
罢	2522112154
症	4134112121
腊	351112212511
霍	1452444432411121
挺	121312154
奏	111341134
厉	13153
丧	12431534
桂	1234121121
冯	41551
铜	31115251251
役	3323554
狱	353451344
侧	32253422
谊	4544525111
柳	123435352
叙	341123454
呆	2511234
偶	32251125214
柱	123441121
伏	321344
扣	121251
允	5435
厦	131325111354
爵	34432522151154124
涌	4415425112
昨	251131211
暖	2511344311354
碍	1325125111124
糊	431234122513511
耐	132522124
燕	1221251211354444
凝	4135311345452134
频	2121233132534
摘	12141432512251
阅	4254325135
遵	431253511124454
仰	323552
劣	234353
魂	1154325113554
苗	12225121
炎	43344334
炼	433415534
贾	1252212534
腰	3511125221531
渠	44115151234
岩	25213251
骗	551451325122
恋	4122344544
侨	32313432
插	121312321511
旋	41533152134
孟	52125221
液	44141323544
篮	3143142231425221
循	332331225111
赤	1213234
纠	55152
吁	251112
绘	551341154
柔	545231234
禽	344134522554
驶	55125134
兹	431554554
挤	121413432
胁	35115344
戈	1534
诞	45321554
魔	41312341234325113554
枚	12343134
碎	1325141343412
滚	4414134543534
瓜	33544
捷	12115112134
牲	312131121
廷	312154
凉	4141251234
秩	3123431134
详	45431112
墓	1222511134121
柏	123432511
漂	44112522111234
欠	3534
叔	21123454
阁	425354251
俩	321253434
骂	251251551
芬	1223453
浩	4413121251
钻	3111521251
牢	4453112
盗	41353425221
毅	414313533343554
拨	12153544
旺	25111121
搬	1213354143554
稍	312342432511
酸	12535115434354
畅	25112533
俱	3225111134
寿	1113124
眉	521325111
轰	15125454
旨	352511
押	12125112
挖	121445345
尝	243451154
朵	351234
赔	253441431251
爬	33245215
郎	45115452
巡	555454
鸣	25135451
糖	4312344135112251
丛	34341
莉	1223123422
徽	33225215542343134
割	445111225122
吐	251121
俊	325434354
颁	3453132534
劝	5453
聘	1221112512115
肖	2432511
渔	44135251211
池	441525
蓄	1224155425121
踏	251212125342511
愤	442121222534
湿	441251122431
倡	3225112511
瓶	4311321554
颜	414313333132534
耀	24313554154132411121
幻	5545
扭	1215211
撞	121414312511211
滨	4414453212134
扑	12124
豆	1251431
晋	1224312511
扰	1211354
埋	1212511211
耗	1112343115
杭	12344135
雕	3512125132411121
朴	123424
戒	1132534
驾	53251551
帽	252251125111
脉	351145534
盐	1212425221
陕	52143134
烂	433443111
脏	3511413121
尘	234121
凌	4112134354
诊	4534333
跌	251212131134
宿	44532132511
牵	134453112
摊	1215432411121
狠	353511534
煌	4334325111121
闯	425551
傅	321251124124
盲	41525111
屈	51352252
漠	4411222511134
彭	121251431333
宅	445315
鼻	32511125121132
搭	121122341251
飘	125221112343534
玻	112153254
陵	5212134354
驱	5511345
踪	251212144511234
沃	4413134
锡	3111525113533
缴	5513251141533134
郁	13251152
丢	312154
逼	125125121454
惨	44254134333
仔	32521
怨	354554544
仲	322512
赠	2534432524312511
仙	32252
盈	535425221
址	1212121
泳	44145534
匆	35334
聪	122111432514544
畜	4155425121
梯	12344351523
纲	5512534
吕	251251
汪	4411121
炉	43344513
皆	153532511
惑	125115344544
拟	1215434
柜	12341515
裕	452343434251
饱	35535515
添	44111342444
氛	31153453
熊	54251135354444
刷	51325222
躺	325111324325251
潘	441343123425121
浦	4411251124
履	513332312511354
韦	1152
翼	54154125121122134
恒	442125111
昏	35152511
幽	255455452
栏	123443111
秒	312342343
嫌	5314315112234
箭	314314431251122
搜	121321511254
紫	212135554234
衰	4125113534
瞧	25111324111214444
莎	1224412343
胀	35113154
吓	251124
拳	4311343112
椅	123413412512
抑	1213552
苍	1223455
稀	312343413252
殿	5131221343554
寺	121124
葡	122351251124
匹	1355
唤	2513525134
慕	12225111342444
魏	31234531325113554
堪	121122111345
娃	531121121
寨	44511221341234
哀	412513534
慈	4315545544544
贤	22542534
疯	413413534
涂	4413411234
翰	1225111234541541
卓	21251112
覆	125221332312511354
蔬	122521214154325
怜	44234454
掩	12113425115
璃	11214134522554
炭	252134334
庸	41351125112
抚	1211135
袖	4523425121
妥	3443531
逝	1213312454
逻	25221354454
尺	5134
猫	35312225121
遥	3443311252454
擦	12144535445411234
侯	325131134
疏	521214154325
敲	41251252512154
醉	125351141343412
郊	41343452
辟	5132514143112
拆	12133124
厌	131344
奴	53154
寂	44521123454
弯	412234515
儒	3214524444132522
贩	25343354
胶	3511413434
夕	354
嘛	25141312341234
浅	44111534
掘	12151352252
锅	311152512534
窝	445342512534
凶	3452
奈	13411234
锐	311154325135
悟	4421251251
牺	3121125351
袁	1212513534
灌	44112225125132411121
劫	1215453
莲	1221512454
啥	25134112251
碗	1325144535455
柴	2121351234
羽	541541
姿	413534531
旱	2511112
涵	44152413452
晶	251125112511
漏	44151312524444
轿	1521313432
腹	3511312511354
贪	34452534
削	243251122
碑	1325132511312
猜	35311212511
姜	431121531
佐	3213121
挣	121355112
稻	312343443321511
疲	4134153254
晴	251111212511
躲	3251113351234
滩	4415432411121
玲	112134454
歧	21211254
垂	31212211
咬	251413434
娱	5312511134
悠	32231344544
昂	25113552
尸	513
仇	3235
臂	51325141431122511
宴	4452511531
嫁	5314451353334
夹	143134
聊	12211135352
抛	1213553
逊	521234454
契	111253134
桃	1234341534
赋	253411212154
丑	5211
恼	442413452
甜	31225112211
茂	12213534
诱	453123453
悬	25111544544
斜	34112344412
缝	5513541112454
仗	32134
辅	15211251124
渴	441251135345
欺	122111343534
慌	442122415325
葬	122135435132
霞	14524444512115154
慎	4421225111134
鸿	44112135451
帅	23252
杆	1234112
庙	41325121
雾	1452444435453
珊	112135351
溪	4413443554134
吞	1134251
仓	3455
旬	352511
悦	4424325135
酷	12535113121251
丘	32121
岭	25234454
喻	251341251122
逢	3541112454
咨	413534251
舆	32111512511134
鼠	3215115445445
侦	32212534
姚	531341534
闷	4254544
愁	3123443344544
瘦	41341321511254
串	2512512
赚	25344315112234
拼	121431132
艇	335414312154
弥	51535234
榜	12344143454153
钦	311153534
衷	4125123534
愉	442341251122
披	12153254
遣	2512125151454
惩	332121214544
辖	15214451112251
御	332311212152
萄	12235311252
茨	122413534
肚	3511121
喷	251121222534
惧	44225111134
疼	4134135444
填	1211225111134
柯	123412512
猎	35312212511
宙	44525121
廊	41345115452
艘	335414321511254
祭	35445411234
萧	12251123234
慨	442511541535
泊	44132511
仆	3224
雇	451332411121
绳	55125125115
浑	441451512
膨	3511121251431333
辱	1311534124
芝	122454
姻	531251341
艳	1112355215
盼	251113453
卧	12512524
冻	4115234
挪	121511352
抖	1214412
瑟	1121112145434
琳	112112341234
巩	121354
悔	4423155414
框	1234111215
盆	345325221
庞	41313534
携	1213241112153
笼	31431413534
捉	1212512134
谨	4512212511121
乳	34435215
傲	321121533134
亭	412514512
膀	35114143454153
滞	441122245252
拾	121341251
铃	3111534454
桶	12345425112
憾	4421312515344544
扮	1213453
兽	43251211251
搏	1211251124124
氧	3115431112
岳	32121252
夸	134115
谱	45431224312511
卜	24
兆	341534
肝	3511112
吊	251252
霸	145244441221251123511
胎	351154251
酬	1253511434242
逆	431523454
绑	551111352
